Track.Name,Artist,songId,Region,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01
I Feel It Coming,The Weeknd,5GXAXm5YOmYT0kL5jHvYBt,Norway,9,,,,,,,,,,,
Call On Me - Ryan Riback Extended Remix,Starley,78rIJddV4X0HkNAInEcYde,Norway,10,,,,,,,,,,,
Scared to Be Lonely,Martin Garrix,3ebXMykcMXOcLeJ9xZ17XH,Norway,,2,4,,,,,,,,,
Issues,Julia Michaels,1sXUWdKx03aP9Gmzft58rt,Norway,,4,3,9,,,,,,,,
It Ain't Me (with Selena Gomez),Kygo,3eR23VReFzcdmS7TYCrhCe,Norway,,6,1,2,10,,,,,,,
Chained To The Rhythm,Katy Perry,6520aj0B4FSKGVuKNsOCOi,Norway,,10,,,,,,,,,,
Galway Girl,Ed Sheeran,0afhq8XCExXpqazXczTSve,Norway,,,5,6,,,,,,,,
Breathe,Astrid S,4fhVodXZARPX0oTuQh8V9l,Norway,,,6,,,,,,,,,
Something Just Like This,The Chainsmokers,6RUKPb4LETWmmr3iAEQktW,Norway,,,7,8,,,,,,,,
Symphony (feat. Zara Larsson),Clean Bandit,1x5sYLZiu9r5E43kMlt9f8,Norway,,,9,1,6,,,,,,,
Weak,AJR,3E2Zh20GDCR9B1EYjfXWyv,Norway,,,10,,,,,,,,,
Tuesday,Burak Yeter,7abpmGpF7PGep2rDU68GBR,Norway,,,,4,,,,,,,,
Fy Faen,Hkeem,6EcTjceNc3WhEqrWzXIFwA,Norway,,,,5,2,3,7,,,,,
Despacito - Remix,Luis Fonsi,5CtI0qwDJkDQGwXD1H1cLb,Norway,,,,7,1,1,1,2,,,,
Good Life (with G-Eazy & Kehlani),G-Eazy,1Eck97uRMlprKOOJN9oO1E,Norway,,,,10,,,,,,,,
I'm the One,DJ Khaled,72Q0FQQo32KJloivv5xge2,Norway,,,,,3,,,,,,,
First Time,Kygo,2Gl0FzuLxflY6nPifJp5Dr,Norway,,,,,4,,,,,,,
Tuesday,Burak Yeter,5c4tB0saSkNHX5CyDosuF7,Norway,,,,,5,,,,,,,
Malibu,Miley Cyrus,2habSXqcJGExM6JJyskY7O,Norway,,,,,7,9,,,,,,
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,39IsH7B5byx8NRlEKlZVg9,Norway,,,,,8,,,,,,,
One Night Stand,Vidar Villa,0mYH2p6u1gyi3k40xEOvUT,Norway,,,,,9,7,,,,,,
Summer Air,ItaloBrothers,3GPI7hYiqD6enLRobhkBm8,Norway,,,,,,2,2,4,,,,
2U (feat. Justin Bieber),David Guetta,3A7qX2QjDlPnazUsRk5y0M,Norway,,,,,,4,3,,,,,
I'm the One,DJ Khaled,3DXncPQOG4VBw3QHh3S817,Norway,,,,,,5,9,,,,,
More Than You Know,Axwell /\ Ingrosso,3PEgB3fkiojxms35ntsTgs,Norway,,,,,,6,10,7,,,,
Tired,Alan Walker,3b5Li4QKDVBx1x7fQuu54a,Norway,,,,,,8,,,,,,
Wild Thoughts,DJ Khaled,1OAh8uOEOvTDqkKFsKksCi,Norway,,,,,,10,5,,,,,
More Than You Know,Axwell /\ Ingrosso,4q8PHoRsPUB52LFylX8Ulz,Norway,,,,,,,4,,,,,
Such A Boy,Astrid S,7jHzO2EPJzt1JgHQ80aRu0,Norway,,,,,,,6,1,,,,
Feels,Calvin Harris,5bcTCxgc7xVfSaMV3RuVke,Norway,,,,,,,8,5,,,,
Without You (feat. Sandro Cavazza),Avicii,6WbADFqMvR8N5u0BvtsWQE,Norway,,,,,,,,3,3,,,
Friends (with BloodPop®),Justin Bieber,7nZmah2llfvLDiUjm0kiyz,Norway,,,,,,,,6,7,,,
Rich Love (with Seeb),OneRepublic,7aF09WaavZAmAWuUeYxlYD,Norway,,,,,,,,8,,,,
New Rules,Dua Lipa,2ekn2ttSfGqwhhate0LSR0,Norway,,,,,,,,9,6,10,,
Bængshot,Linda Vidala,6mE9ohdlJcFCpBZgMLG7i1,Norway,,,,,,,,10,,,,
Think Before I Talk,Astrid S,0Clb9aiXWa0dvVff5aN4VN,Norway,,,,,,,,,1,7,,
Silence,Marshmello,7vGuf3Y35N4wmASOKLUVVU,Norway,,,,,,,,,2,4,9,
rockstar,Post Malone,1OmcAT5Y8eg5bUPv9qJT4R,Norway,,,,,,,,,4,8,,
Dusk Till Dawn - Radio Edit,ZAYN,1j4kHkkpqZRBwE0A4CN4Yv,Norway,,,,,,,,,5,2,7,
Too Good At Goodbyes - Edit,Sam Smith,0mel2N9Ws9r4yLQn5QE21Y,Norway,,,,,,,,,8,,,
Stargazing,Kygo,0Zbbxnx4SGGHoIow4PpISP,Norway,,,,,,,,,9,1,6,
The Spectre,Alan Walker,2DGa7iaidT5s0qnINlwMjJ,Norway,,,,,,,,,10,5,,
rockstar,Post Malone,7wGoVu4Dady5GV0Sv4UIsx,Norway,,,,,,,,,,3,2,2
Let You Down,NF,6mrKP2jyIQmM0rw6fQryjr,Norway,,,,,,,,,,6,3,9
1-800-273-8255,Logic,5tz69p7tJuGPeMGwNTxYuV,Norway,,,,,,,,,,9,,
All Falls Down,Alan Walker,5yFSF6qQA1rcLsQRnBsZgb,Norway,,,,,,,,,,,1,3
Wolves,Selena Gomez,7EmGUiUaOSGDnUUQUDrOXC,Norway,,,,,,,,,,,4,
Strongest,Ina Wroldsen,7FIcIjKaQJpy0vWWFZMZGH,Norway,,,,,,,,,,,5,7
Perfect,Ed Sheeran,0tgVpDi06FyKpA1z0VMD4v,Norway,,,,,,,,,,,8,
What Lovers Do (feat. SZA),Maroon 5,3hBBKuWJfxlIlnd9QFoC8k,Norway,,,,,,,,,,,10,
All I Want for Christmas Is You,Mariah Carey,0bYg9bo50gSsH3LtXe2SQn,Norway,,,,,,,,,,,,1
Home for Christmas,Maria Mena,3E0fq2gqsNbQo5paAuEcmc,Norway,,,,,,,,,,,,4
Last Christmas,Wham!,2FRnf9qhLbvw8fu4IBXx78,Norway,,,,,,,,,,,,5
River (feat. Ed Sheeran),Eminem,5UEnHoDYpsxlfzWLZIc7LD,Norway,,,,,,,,,,,,6
Rett i foret,Karpe Diem,13LoCHeSbhEO3YPyMxjgSY,Norway,,,,,,,,,,,,8
Himmel På Jord,Kurt Nilsen,0WFyQgDzbQCfJuxcHW4Zrt,Norway,,,,,,,,,,,,10
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,5knuzwU65gJK7IF5yJsuaW,Italy,1,2,5,8,,,,,,,,
Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,Italy,2,1,2,2,2,8,,,,,,
Castle on the Hill,Ed Sheeran,6PCUP3dWmTjcTtXY02oFdT,Italy,3,10,,,,,,,,,,
Assenzio,J-AX,0DRKnh0BloxJHyhXkfbiX8,Italy,4,,,,,,,,,,,
Closer,The Chainsmokers,7BKLCZ1jbUBVqRi2FVlTVw,Italy,5,,,,,,,,,,,
Don't Wanna Know,Maroon 5,5MFzQMkrl1FOOng9tq6R9r,Italy,6,,,,,,,,,,,
Let Me Love You,DJ Snake,4pdPtRcBmOSQDlJ3Fk945m,Italy,7,,,,,,,,,,,
Chantaje,Shakira,6mICuAdrwEjh6Y6lroV2Kg,Italy,8,,,,,,,,,,,
Human,Rag'n'Bone Man,58zsLZPvfflaiIbNWoA22O,Italy,9,,,,,,,,,,,
Paris,The Chainsmokers,72jbDTw1piOOj770jWNeaG,Italy,10,6,10,,,,,,,,,
Despacito (Featuring Daddy Yankee),Luis Fonsi,4aWmUDTfIPGksMNLV2rQP2,Italy,,3,1,1,1,4,,,,,,
Occidentali's Karma - Radio Edit,Francesco Gabbani,00wxIcA1PPbqEzATkHT4e1,Italy,,4,3,,,,,,,,,
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3NdDpSvN911VPGivFlV5d0,Italy,,5,7,,,,,,,,,
Pizza Kebab,Ghali,6oMxcHFSiTZPSYoRe9wFpF,Italy,,7,,,,,,,,,,
Il Diario Degli Errori,Michele Bravi,5fe47fVHpndUfJUqMum9Rf,Italy,,8,,,,,,,,,,
Portami via,Fabrizio Moro,2YsfmsmRwWaFV7YLvTGFcm,Italy,,9,,,,,,,,,,
Something Just Like This,The Chainsmokers,6RUKPb4LETWmmr3iAEQktW,Italy,,,4,3,3,7,10,,,,,
SUBEME LA RADIO,Enrique Iglesias,7nKBxz47S9SD79N086fuhn,Italy,,,6,4,4,,,,,,,
It Ain't Me (with Selena Gomez),Kygo,3eR23VReFzcdmS7TYCrhCe,Italy,,,8,6,,,,,,,,
Bimbi,Charlie Charles,7uPI3Q0Ke3Thl0z1xzvXFn,Italy,,,9,,,,,,,,,
Believer,Imagine Dragons,0CcQNd8CINkwQfe1RDtGV6,Italy,,,,5,,,,,,,,
You Don't Know Me - Radio Edit,Jax Jones,00lNx0OcTJrS3MKHcB80HY,Italy,,,,7,,,,,,,,
Despacito - Remix,Luis Fonsi,5CtI0qwDJkDQGwXD1H1cLb,Italy,,,,9,7,,,,,,,
Symphony (feat. Zara Larsson),Clean Bandit,1x5sYLZiu9r5E43kMlt9f8,Italy,,,,10,,,,,,,,
Senza Pagare VS T-Pain,J-AX,1ATWiuxpIc287Cynakx59C,Italy,,,,,5,,6,,,,,
Happy Days,Ghali,5s36BGx9nfgtklTJpnk1AE,Italy,,,,,6,,,,,,,
Caramelle,Dark Polo Gang,2UgmthxiqZnsvfLOSqx0BT,Italy,,,,,8,,,,,,,
Believer,Imagine Dragons,6VRghJeP6I0w1KxkdWFfIh,Italy,,,,,9,,,,,,,
Volare,Fabio Rovazzi,6wCjFS1rdcR9lNBgl4ba9o,Italy,,,,,10,5,,,,,,
Senza Pagare VS T-Pain,J-AX,0YOUE1TlkgSbkNvWkZkEVp,Italy,,,,,,1,3,1,2,7,,
Happy Days,Ghali,3FLp4tu69GLt0KPizUhFsU,Italy,,,,,,2,,,,,,
Tran Tran,Sfera Ebbasta,1S2VLr8j9KVbroLn76RF4i,Italy,,,,,,3,7,,8,10,,
Pamplona,Fabri Fibra,3H452nrW7GsaU01lpfrQTf,Italy,,,,,,6,4,6,,,,
Ricchi Dentro,Ghali,6QwcgyYWHB83EkUvz3XhDX,Italy,,,,,,9,,,,,,
Thunder,Imagine Dragons,0tKcYR2II1VCQWT79i5NrW,Italy,,,,,,10,1,5,9,,,
Voglio ballare con te,Baby K,14KKXLz5WHrzGOMUNFV22H,Italy,,,,,,,2,4,5,,,
Lamborghini,Gue Pequeno,7G8g5Zrr5rj2OoKoXGnRb1,Italy,,,,,,,5,10,7,,,
Mi Gente,J Balvin,2rb5MvYT7ZIxbKW5hfcHx8,Italy,,,,,,,8,2,1,,,
Riccione,Thegiornalisti,6RiprjTTheMrJ2ypJxz3H4,Italy,,,,,,,9,3,6,,,
More Than You Know,Axwell /\ Ingrosso,3PEgB3fkiojxms35ntsTgs,Italy,,,,,,,,7,3,9,,
L'esercito del selfie,Takagi & Ketra,28I8isBTQdyl3LTtAAQofp,Italy,,,,,,,,8,,,,
El Party,Jake La Furia,5xyExId5XWZplBvjmbIuy6,Italy,,,,,,,,9,4,,,
rockstar,Post Malone,1OmcAT5Y8eg5bUPv9qJT4R,Italy,,,,,,,,,10,8,,
La musica non c'è,Coez,5IKWRPO5NGaeNIXF4rkbfZ,Italy,,,,,,,,,,1,1,5
rockstar,Post Malone,7wGoVu4Dady5GV0Sv4UIsx,Italy,,,,,,,,,,2,3,8
Habibi,Ghali,1lwpe8mLgHhytakM7m6R3W,Italy,,,,,,,,,,3,9,
Oro E Argento,Gemitaiz,4k6PNRmrzBRezOB32uvuaC,Italy,,,,,,,,,,4,,
Giovane Fuoriclasse,Capo Plaza,4f7xpneUOcob0RoRyae6ax,Italy,,,,,,,,,,5,2,
Me Rehúso,Danny Ocean,6De0lHrwBfPfrhorm9q1Xl,Italy,,,,,,,,,,6,,
Sconosciuti da una vita,J-AX,70huitTbZpfifVHwVzZdtV,Italy,,,,,,,,,,,4,
La legge del più forte,Tedua,31ZxBLg6StdqVkvNAZ1eRu,Italy,,,,,,,,,,,5,
Havana,Camila Cabello,0ofbQMrRDsUaVKq2mGLEAb,Italy,,,,,,,,,,,6,6
Irraggiungibile (feat. Federica),Shade,03PDOt4cRKQgpYfA9I9wnC,Italy,,,,,,,,,,,7,1
Trapano,Madman,64kdCC2kt1EhlePTTWe70B,Italy,,,,,,,,,,,8,
Perdonami,Salmo,7kK2m2KDEL0W8oFq6fuOcf,Italy,,,,,,,,,,,10,2
Perfect,Ed Sheeran,0tgVpDi06FyKpA1z0VMD4v,Italy,,,,,,,,,,,,3
La musica non c'è,Coez,7MMJa7cjMadOSR6CFWvB1x,Italy,,,,,,,,,,,,4
Favorisca i sentimenti,J-AX,6T7auXdjnEFnifaWc796YQ,Italy,,,,,,,,,,,,7
Chosen,Måneskin,2lDgdWIGLYuk74pDeRPgPF,Italy,,,,,,,,,,,,9
Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,1bhUWB0zJMIKr9yVPrkEuI,Italy,,,,,,,,,,,,10
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3NdDpSvN911VPGivFlV5d0,Lithuania,1,2,6,,,,,,,,,
Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,Lithuania,2,1,1,1,5,,,,,,,
I Feel It Coming,The Weeknd,5GXAXm5YOmYT0kL5jHvYBt,Lithuania,3,10,,,,,,,,,,
Castle on the Hill,Ed Sheeran,6PCUP3dWmTjcTtXY02oFdT,Lithuania,4,9,,,,,,,,,,
Starboy,The Weeknd,5aAx2yezTd8zXrkmtKl66Z,Lithuania,5,,,,,,,,,,,
Paris,The Chainsmokers,72jbDTw1piOOj770jWNeaG,Lithuania,6,3,4,10,,,,,,,,
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,5knuzwU65gJK7IF5yJsuaW,Lithuania,7,,,,,,,,,,,
Call On Me - Ryan Riback Extended Remix,Starley,78rIJddV4X0HkNAInEcYde,Lithuania,8,6,,,,,,,,,,
Don't Wanna Know,Maroon 5,5MFzQMkrl1FOOng9tq6R9r,Lithuania,9,,,,,,,,,,,
Just Hold On,Steve Aoki,3EmmCZoqpWOTY1g2GBwJoR,Lithuania,10,,,,,,,,,,,
Scared to Be Lonely,Martin Garrix,3ebXMykcMXOcLeJ9xZ17XH,Lithuania,,4,,,,,,,,,,
Chained To The Rhythm,Katy Perry,6520aj0B4FSKGVuKNsOCOi,Lithuania,,5,9,,,,,,,,,
It Ain't Me (with Selena Gomez),Kygo,3eR23VReFzcdmS7TYCrhCe,Lithuania,,7,2,5,,,,,,,,
Issues,Julia Michaels,1sXUWdKx03aP9Gmzft58rt,Lithuania,,8,5,9,,,,,,,,
Something Just Like This,The Chainsmokers,6RUKPb4LETWmmr3iAEQktW,Lithuania,,,3,3,,,,,,,,
Stay (with Alessia Cara),Zedd,0dA2Mk56wEzDgegdC6R17g,Lithuania,,,7,7,,,,,,,,
Passionfruit,Drake,7hDc8b7IXETo14hHIHdnhd,Lithuania,,,8,2,10,,,,,,,
Believer,Imagine Dragons,0CcQNd8CINkwQfe1RDtGV6,Lithuania,,,10,,,,,,,,,
HUMBLE.,Kendrick Lamar,7KXjTSCq5nL1LoYtL7XAwS,Lithuania,,,,4,2,9,,,,,,
Symphony (feat. Zara Larsson),Clean Bandit,1x5sYLZiu9r5E43kMlt9f8,Lithuania,,,,6,,,,,,,,
Despacito - Remix,Luis Fonsi,5CtI0qwDJkDQGwXD1H1cLb,Lithuania,,,,8,1,1,7,,,,,
I'm the One,DJ Khaled,72Q0FQQo32KJloivv5xge2,Lithuania,,,,,3,,,,,,,
Attention,Charlie Puth,4iLqG9SeJSnt0cSPICSjxv,Lithuania,,,,,4,6,,,,,,
There's Nothing Holdin' Me Back,Shawn Mendes,79cuOz3SPQTuFrp8WgftAu,Lithuania,,,,,6,,,,,,,
Thunder,Imagine Dragons,56lBX2WHqfGuoeZxZvUnVj,Lithuania,,,,,7,,,,,,,
Bad Liar,Selena Gomez,1sCxVKWImDZSZKvG0U9B23,Lithuania,,,,,8,,,,,,,
Malibu,Miley Cyrus,2habSXqcJGExM6JJyskY7O,Lithuania,,,,,9,8,,,,,,
Thunder,Imagine Dragons,0tKcYR2II1VCQWT79i5NrW,Lithuania,,,,,,2,1,4,,,,
2U (feat. Justin Bieber),David Guetta,3A7qX2QjDlPnazUsRk5y0M,Lithuania,,,,,,3,2,6,,,,
There for You,Martin Garrix,6jA8HL9i4QGzsj6fjoxp8Y,Lithuania,,,,,,4,8,,,,,
Unforgettable,French Montana,3B54sVLJ402zGa6Xm4YGNe,Lithuania,,,,,,5,6,7,,,,
Mama,Jonas Blue,0NiXXAI876aGImAd6rTj8w,Lithuania,,,,,,7,,,,,,
Wild Thoughts,DJ Khaled,1OAh8uOEOvTDqkKFsKksCi,Lithuania,,,,,,10,5,,,,,
Feels,Calvin Harris,5bcTCxgc7xVfSaMV3RuVke,Lithuania,,,,,,,3,5,,,,
More Than You Know,Axwell /\ Ingrosso,4q8PHoRsPUB52LFylX8Ulz,Lithuania,,,,,,,4,,,,,
Unforgettable,French Montana,1F2HXIJrE2Xn81OzT2zZvW,Lithuania,,,,,,,9,,,,,
Fetish (feat. Gucci Mane),Selena Gomez,0XLOf9LhyazPX9Ld8jPiUq,Lithuania,,,,,,,10,,,,,
New Rules,Dua Lipa,2ekn2ttSfGqwhhate0LSR0,Lithuania,,,,,,,,1,3,5,9,
Mi Gente,J Balvin,2rb5MvYT7ZIxbKW5hfcHx8,Lithuania,,,,,,,,2,10,,,
More Than You Know,Axwell /\ Ingrosso,3PEgB3fkiojxms35ntsTgs,Lithuania,,,,,,,,3,,,,
Friends (with BloodPop®),Justin Bieber,7nZmah2llfvLDiUjm0kiyz,Lithuania,,,,,,,,8,5,,,
Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,7F9vK8hNFMml4GtHsaXui6,Lithuania,,,,,,,,9,,,,
Havana,Camila Cabello,0ofbQMrRDsUaVKq2mGLEAb,Lithuania,,,,,,,,10,1,2,3,
Dusk Till Dawn - Radio Edit,ZAYN,1j4kHkkpqZRBwE0A4CN4Yv,Lithuania,,,,,,,,,2,1,4,
Look What You Made Me Do,Taylor Swift,6uFsE1JgZ20EXyU0JQZbUR,Lithuania,,,,,,,,,4,,,
rockstar,Post Malone,1OmcAT5Y8eg5bUPv9qJT4R,Lithuania,,,,,,,,,6,6,,
What Lovers Do (feat. SZA),Maroon 5,4mxWSdf71VFO52qFeY0fZt,Lithuania,,,,,,,,,7,3,10,
Silence,Marshmello,7vGuf3Y35N4wmASOKLUVVU,Lithuania,,,,,,,,,8,7,,
Too Good At Goodbyes - Edit,Sam Smith,0mel2N9Ws9r4yLQn5QE21Y,Lithuania,,,,,,,,,9,10,,
rockstar,Post Malone,7wGoVu4Dady5GV0Sv4UIsx,Lithuania,,,,,,,,,,4,1,1
Feel It Still,Portugal. The Man,6QgjcU0zLnzq5OrUoSZ3OK,Lithuania,,,,,,,,,,8,8,
Stargazing,Kygo,0Zbbxnx4SGGHoIow4PpISP,Lithuania,,,,,,,,,,9,7,
Wolves,Selena Gomez,7EmGUiUaOSGDnUUQUDrOXC,Lithuania,,,,,,,,,,,2,3
Too Good At Goodbyes,Sam Smith,1mXVgsBdtIVeCLJnSnmtdV,Lithuania,,,,,,,,,,,5,
What Lovers Do (feat. SZA),Maroon 5,3hBBKuWJfxlIlnd9QFoC8k,Lithuania,,,,,,,,,,,6,
All I Want for Christmas Is You,Mariah Carey,0bYg9bo50gSsH3LtXe2SQn,Lithuania,,,,,,,,,,,,2
Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,1bhUWB0zJMIKr9yVPrkEuI,Lithuania,,,,,,,,,,,,4
Last Christmas,Wham!,2FRnf9qhLbvw8fu4IBXx78,Lithuania,,,,,,,,,,,,5
Him & I (with Halsey),G-Eazy,5k38wzpLb15YgncyWdTZE4,Lithuania,,,,,,,,,,,,6
Him & I (with Halsey),G-Eazy,3YU6vJbjYUG0tiJyXf9x5V,Lithuania,,,,,,,,,,,,7
Rockin' Around The Christmas Tree - Single Version,Brenda Lee,3T7dNA7O8c3Axj5WyDNcH3,Lithuania,,,,,,,,,,,,8
Let You Down,NF,6mrKP2jyIQmM0rw6fQryjr,Lithuania,,,,,,,,,,,,9
River (feat. Ed Sheeran),Eminem,5UEnHoDYpsxlfzWLZIc7LD,Lithuania,,,,,,,,,,,,10
Versace On The Floor,Bruno Mars,0kN8xEmgMW9mh7UmDYHlJP,Philippines,1,2,4,4,10,,,,,,,
Say You Won't Let Go,James Arthur,5uCax9HTNlzGybIStD3vDh,Philippines,2,3,5,5,7,,,,,,,
Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,Philippines,3,1,1,1,1,3,5,,,,,
Closer,The Chainsmokers,7BKLCZ1jbUBVqRi2FVlTVw,Philippines,4,8,,,,,,,,,,
Don't Wanna Know,Maroon 5,5MFzQMkrl1FOOng9tq6R9r,Philippines,5,,,,,,,,,,,
Paris,The Chainsmokers,72jbDTw1piOOj770jWNeaG,Philippines,6,5,7,7,,,,,,,,
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3NdDpSvN911VPGivFlV5d0,Philippines,7,4,6,10,,,,,,,,
"How Far I'll Go - From ""Moana""",Alessia Cara,5hYTyyh2odQKphUbMqc5gN,Philippines,8,7,8,,,,,,,,,
24K Magic,Bruno Mars,6b8Be6ljOzmkOmFslEb23P,Philippines,9,,,,,,,,,,,
All We Know,The Chainsmokers,2rizacJSyD9S1IQUxUxnsK,Philippines,10,,,,,,,,,,,
That's What I Like,Bruno Mars,0KKkJNfGyhkQ5aFogxQAPU,Philippines,,6,2,3,4,6,,,,,,
Something Just Like This,The Chainsmokers,6RUKPb4LETWmmr3iAEQktW,Philippines,,9,3,2,3,4,,,,,,
Starving,Hailee Steinfeld,1qOLh0tI7trd1zdDKxYZTe,Philippines,,10,,,,,,,,,,
It Ain't Me (with Selena Gomez),Kygo,3eR23VReFzcdmS7TYCrhCe,Philippines,,,9,9,,,,,,,,
美女と野獣,Ariana Grande,1KT0xdIjm7t053xByACrrg,Philippines,,,10,,,,,,,,,
Stay (with Alessia Cara),Zedd,0dA2Mk56wEzDgegdC6R17g,Philippines,,,,6,5,,,,,,,
Symphony (feat. Zara Larsson),Clean Bandit,1x5sYLZiu9r5E43kMlt9f8,Philippines,,,,8,6,9,,,,,,
I'm the One,DJ Khaled,72Q0FQQo32KJloivv5xge2,Philippines,,,,,2,,,,,,,
Despacito - Remix,Luis Fonsi,5CtI0qwDJkDQGwXD1H1cLb,Philippines,,,,,8,1,1,1,,,,
Attention,Charlie Puth,4iLqG9SeJSnt0cSPICSjxv,Philippines,,,,,9,8,4,8,,,,
I'm the One,DJ Khaled,3DXncPQOG4VBw3QHh3S817,Philippines,,,,,,2,2,4,,,,
Strip That Down,Liam Payne,6EpRaXYhGOB3fj4V2uDkMJ,Philippines,,,,,,5,3,6,,,,
Mama,Jonas Blue,0NiXXAI876aGImAd6rTj8w,Philippines,,,,,,7,6,5,,,,
2U (feat. Justin Bieber),David Guetta,3A7qX2QjDlPnazUsRk5y0M,Philippines,,,,,,10,8,,,,,
Mama,Jonas Blue,4xlrALxuaCf9yZBHJeTSG6,Philippines,,,,,,,7,,,,,
There for You,Martin Garrix,6jA8HL9i4QGzsj6fjoxp8Y,Philippines,,,,,,,9,,,,,
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,1NDxZ7cFAo481dtYWdrUnR,Philippines,,,,,,,10,,,,,
"Two Less Lonely People in the World (Official Movie Theme Song Of ""Kita Kita"")",KZ Tandingan,46ixegtxjERQMCutmp09Sa,Philippines,,,,,,,,2,,,,
Super Far,LANY,74ODGXs4byLTRdnKGM4s6E,Philippines,,,,,,,,3,4,8,10,9
I Like Me Better,Lauv,1wjzFQodRWrPcQ0AnYnvQ9,Philippines,,,,,,,,7,5,9,9,
Look What You Made Me Do,Taylor Swift,2VjtYe7gpfUi2OkGxR2O2z,Philippines,,,,,,,,9,,,,
Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,7F9vK8hNFMml4GtHsaXui6,Philippines,,,,,,,,10,8,,,
Young Dumb & Broke,Khalid,5Z3GHaZ6ec9bsiI5BenrbY,Philippines,,,,,,,,,1,3,4,6
Look What You Made Me Do,Taylor Swift,6uFsE1JgZ20EXyU0JQZbUR,Philippines,,,,,,,,,2,,,
Too Good At Goodbyes - Edit,Sam Smith,0mel2N9Ws9r4yLQn5QE21Y,Philippines,,,,,,,,,3,1,,
What Lovers Do (feat. SZA),Maroon 5,4mxWSdf71VFO52qFeY0fZt,Philippines,,,,,,,,,6,4,,
New Rules,Dua Lipa,2ekn2ttSfGqwhhate0LSR0,Philippines,,,,,,,,,7,5,6,7
Perfect,Ed Sheeran,0tgVpDi06FyKpA1z0VMD4v,Philippines,,,,,,,,,9,2,1,3
Malaya (Camp Sawi Original Motion Picture Soundtrack),Moira Dela Torre,6M21eWbEw74XDdoQsNIinq,Philippines,,,,,,,,,10,6,7,8
Havana,Camila Cabello,0ofbQMrRDsUaVKq2mGLEAb,Philippines,,,,,,,,,,7,3,1
"Torete - From ""Love You to the Stars And Back""",Moira Dela Torre,4aUf4lzQ1di5JajZ4a9FuI,Philippines,,,,,,,,,,10,,
Too Good At Goodbyes,Sam Smith,1mXVgsBdtIVeCLJnSnmtdV,Philippines,,,,,,,,,,,2,2
What Lovers Do (feat. SZA),Maroon 5,3hBBKuWJfxlIlnd9QFoC8k,Philippines,,,,,,,,,,,5,5
Wolves,Selena Gomez,7EmGUiUaOSGDnUUQUDrOXC,Philippines,,,,,,,,,,,8,10
Titibo-Tibo,Moira Dela Torre,42nrX5b8ZUYRcw2puNY8tb,Philippines,,,,,,,,,,,,4
Shape of You,Ed Sheeran,7qiZfU4dY1lWllzX7mPBI3,Taiwan,1,1,2,2,2,3,4,7,,,,
Closer,The Chainsmokers,7BKLCZ1jbUBVqRi2FVlTVw,Taiwan,2,5,,,,,,,,,,
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3NdDpSvN911VPGivFlV5d0,Taiwan,3,2,6,,,,,,,,,
Castle on the Hill,Ed Sheeran,6PCUP3dWmTjcTtXY02oFdT,Taiwan,4,9,9,,,,,,,,,
Paris,The Chainsmokers,72jbDTw1piOOj770jWNeaG,Taiwan,5,3,5,5,,,,,,,,
Say You Won't Let Go,James Arthur,5uCax9HTNlzGybIStD3vDh,Taiwan,6,6,,,,,,,,,,
Starboy,The Weeknd,5aAx2yezTd8zXrkmtKl66Z,Taiwan,7,,,,,,,,,,,
Don't Wanna Know,Maroon 5,5MFzQMkrl1FOOng9tq6R9r,Taiwan,8,,,,,,,,,,,
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,5knuzwU65gJK7IF5yJsuaW,Taiwan,9,,,,,,,,,,,
Let Me Love You,DJ Snake,4pdPtRcBmOSQDlJ3Fk945m,Taiwan,10,,,,,,,,,,,
Scared to Be Lonely,Martin Garrix,3ebXMykcMXOcLeJ9xZ17XH,Taiwan,,4,7,9,,,,,,,,
Chained To The Rhythm,Katy Perry,6520aj0B4FSKGVuKNsOCOi,Taiwan,,7,,,,,,,,,,
Something Just Like This,The Chainsmokers,6RUKPb4LETWmmr3iAEQktW,Taiwan,,8,1,1,1,1,3,4,9,,,10
